Id,SalePrice
1461,135143.69766
1462,165101.48563
1463,179467.32683
1464,194527.81726
1465,215200.53717
1466,171271.16512
1467,179068.60474
1468,160403.46791
1469,210617.20179
1470,112918.26786
1471,173298.41635
1472,96431.750786
1473,96902.791834
1474,154793.32874
1475,114789.60477
1476,376569.58448
1477,257869.93191
1478,306578.61719
1479,302960.0944
1480,470556.93923
1481,307496.31741
1482,208275.67689
1483,174297.94712
1484,159591.15467
1485,167295.55556
1486,191868.12145
1487,331261.84369
1488,228191.0321
1489,201196.8755
1490,251923.58818
1491,199041.16945
1492,100032.78465
1493,190693.76066
1494,300032.89499
1495,291109.77221
1496,237973.64797
1497,178476.13621
1498,161698.1235
1499,155108.16453
1500,152390.32926
1501,184813.081
1502,145182.59001
1503,285238.51331
1504,228409.48964
1505,215925.53072
1506,195460.18441
1507,247323.04749
1508,201164.62617
1509,155417.99861
1510,143873.1644
1511,145492.21283
1512,188577.24048
1513,140889.0979
1514,154719.46655
1515,208752.01264
1516,157510.0304
1517,183225.10377
1518,127559.20826
1519,212393.25527
1520,132631.28283
1521,138062.23123
1522,175223.48035
1523,104195.02982
1524,122351.76876
1525,117717.44181
1526,88965.3865
1527,92914.503781
1528,139900.40796
1529,140666.64944
1530,217878.03605
1531,117373.1597
1532,108126.56351
1533,164859.65408
1534,123330.22183
1535,164804.6519
1536,109070.20707
1537,39870.245507
1538,154337.00785
1539,194418.41433
1540,109740.1626
1541,148098.93814
1542,160456.26879
1543,199663.71347
1544,90767.166124
1545,124990.14085
1546,133487.04059
1547,154749.82428
1548,153428.9335
1549,127520.14537
1550,140509.85859
1551,122011.41804
1552,141384.38359
1553,154401.83232
1554,118512.31876
1555,168591.48655
1556,10000
1557,117306.76616
1558,101721.1814
1559,86534.541554
1560,131989.59019
1561,118323.42535
1562,130346.93318
1563,113147.78001
1564,161546.06318
1565,139254.69981
1566,235131.49809
1567,65454.811891
1568,211089.78703
1569,127739.96049
1570,128275.50756
1571,100648.73517
1572,146803.5411
1573,255849.28552
1574,118967.36741
1575,246746.61183
1576,233317.5987
1577,180583.4252
1578,143102.95389
1579,141974.39103
1580,192613.43186
1581,149169.68105
1582,132831.38101
1583,279659.25449
1584,216676.69612
1585,141402.54171
1586,67536.661704
1587,83642.587982
1588,167919.43914
1589,95671.263088
1590,130753.88622
1591,87139.507446
1592,130142.41506
1593,121626.09582
1594,153785.73647
1595,120195.7026
1596,237052.59952
1597,205633.65001
1598,206615.84921
1599,190181.87868
1600,161959.55653
1601,51184.422817
1602,128163.95574
1603,44158.717624
1604,291178.34267
1605,219893.81918
1606,158346.09783
1607,172550.40865
1608,183590.68007
1609,186797.76581
1610,140085.78888
1611,135340.13402
1612,187693.1403
1613,153080.05795
1614,140916.21592
1615,92997.220653
1616,71056.16234
1617,88327.845643
1618,115178.56163
1619,134889.47468
1620,163739.95177
1621,134066.34412
1622,137310.24776
1623,247294.43839
1624,201427.71922
1625,124817.05306
1626,174424.92775
1627,188188.54761
1628,283116.40608
1629,168621.82482
1630,363821.66468
1631,227503.03304
1632,251075.43096
1633,157674.59416
1634,182635.59969
1635,175228.11071
1636,153761.44538
1637,205092.86719
1638,185704.20755
1639,181168.75202
1640,248197.96066
1641,179053.35419
1642,251950.20974
1643,222022.54429
1644,223841.43597
1645,224679.91494
1646,156629.2336
1647,152987.79649
1648,130332.00311
1649,135946.89598
1650,105201.90759
1651,114182.17818
1652,98912.157174
1653,103670.72924
1654,148481.08495
1655,138584.67371
1656,142688.69483
1657,149486.37712
1658,142549.26542
1659,130263.2503
1660,146311.84831
1661,416874.20859
1662,383217.58796
1663,382450.42846
1664,505252.73526
1665,330674.95501
1666,333831.88042
1667,349685.2477
1668,359109.02329
1669,311686.36592
1670,356514.35475
1671,267367.61925
1672,406980.68832
1673,278169.94915
1674,243608.18873
1675,207685.12028
1676,208465.01707
1677,211623.94301
1678,459644.07507
1679,383085.20493
1680,348985.8552
1681,290679.54827
1682,319005.21926
1683,193653.07109
1684,178468.03769
1685,174762.535
1686,160029.87307
1687,161253.56884
1688,188900.51592
1689,189916.70889
1690,190798.22186
1691,175405.62682
1692,253824.81
1693,169459.66775
1694,175938.46886
1695,155086.88488
1696,253874.88352
1697,163239.44915
1698,338876.90814
1699,308401.94877
1700,268990.13775
1701,288359.17302
1702,249191.8857
1703,233615.09025
1704,269694.52542
1705,243597.91735
1706,209033.70607
1707,232325.41346
1708,201401.77117
1709,246593.71556
1710,217050.35983
1711,263122.19184
1712,256278.70748
1713,273277.24308
1714,221586.40851
1715,205871.39209
1716,178769.26792
1717,163996.03567
1718,146574.91764
1719,222379.08393
1720,224827.72972
1721,166309.86973
1722,141704.29938
1723,163024.14087
1724,214317.76611
1725,225423.2581
1726,191815.04574
1727,151087.30066
1728,176768.6817
1729,168725.24257
1730,173645.58768
1731,114199.16717
1732,126817.54712
1733,120696.11473
1734,108322.27403
1735,136995.96088
1736,113610.62006
1737,324177.14778
1738,262742.41083
1739,275127.32443
1740,216203.88165
1741,189350.85465
1742,173365.21089
1743,176976.09141
1744,341150.86719
1745,222249.28771
1746,200944.09475
1747,213925.01431
1748,225768.47246
1749,150427.3328
1750,143571.63536
1751,229585.83118
1752,117770.62852
1753,153283.43404
1754,202387.64568
1755,161828.13135
1756,119594.5537
1757,112447.94865
1758,143388.30899
