Id,SalePrice
1461,121620.87887
1462,175288.53304
1463,193368.15744
1464,206872.48244
1465,218789.37682
1466,178095.65248
1467,189900.54374
1468,163219.3677
1469,197592.35927
1470,121249.73671
1471,199041.11709
1472,93307.655783
1473,88827.822582
1474,163492.44555
1475,113242.14588
1476,384671.06085
1477,241111.02441
1478,313016.64616
1479,305638.64882
1480,459475.50293
1481,298350.67616
1482,211698.86405
1483,184086.5076
1484,163127.3223
1485,172155.88477
1486,200110.03901
1487,350594.26373
1488,230350.22599
1489,191129.93845
1490,254745.36725
1491,184096.18054
1492,87827.49738
1493,159849.96078
1494,295864.05497
1495,311464.7429
1496,256903.07879
1497,203494.49974
1498,167143.24081
1499,170965.32476
1500,161632.04372
1501,175242.58048
1502,154981.47844
1503,284548.51872
1504,236825.17359
1505,226000.2457
1506,194271.20708
1507,252148.65917
1508,192086.81
1509,166176.72769
1510,147932.81599
1511,149220.6428
1512,183467.11572
1513,147434.57757
1514,190745.19152
1515,215836.79225
1516,165802.51943
1517,171952.77684
1518,153584.04588
1519,210579.42374
1520,121784.9711
1521,136507.94654
1522,177530.04217
1523,107908.76399
1524,124121.49494
1525,122744.42022
1526,113745.55083
1527,90287.242472
1528,154581.82516
1529,142661.31491
1530,189105.99072
1531,94253.845337
1532,98654.901342
1533,155063.79211
1534,116999.06719
1535,166972.02223
1536,100927.25254
1537,31217.997727
1538,167123.71639
1539,197780.41398
1540,121617.86023
1541,149144.84262
1542,166766.86513
1543,201664.45936
1544,92594.842392
1545,135755.79036
1546,134580.55502
1547,147569.89712
1548,161272.4776
1549,134248.72816
1550,142488.44604
1551,119867.24974
1552,131002.64262
1553,148020.35359
1554,117066.48665
1555,167529.70947
1556,10000
1557,125984.02601
1558,100186.0463
1559,81652.995355
1560,153772.23459
1561,158239.77392
1562,117069.79524
1563,115353.20271
1564,172144.71489
1565,144843.84279
1566,232288.52784
1567,66886.826658
1568,218484.51632
1569,114163.32556
1570,124604.17865
1571,100127.70539
1572,156863.43403
1573,230713.08243
1574,117769.13586
1575,218407.06375
1576,239374.16864
1577,181406.82165
1578,145665.02107
1579,150254.37173
1580,187486.11775
1581,154487.92101
1582,129995.74313
