Id,SalePrice
1461,113220.79901
1462,161448.84043
1463,186890.12561
1464,197640.84258
1465,208715.17284
1466,171746.20429
1467,177792.3584
1468,158111.30355
1469,214549.56696
1470,119697.79112
1471,155258.71371
1472,97833.618061
1473,93935.673997
1474,146719.90574
1475,104107.79479
1476,375745.43147
1477,259840.59209
1478,314317.0311
1479,303716.6103
1480,489635.02189
1481,313698.65934
1482,205013.14324
1483,177211.56336
1484,160947.9204
1485,174641.95405
1486,192671.08102
1487,338404.77617
1488,223256.31195
1489,204101.84093
1490,260133.42179
1491,198136.70576
1492,102862.53313
1493,190272.65911
1494,298417.14703
1495,293501.63696
1496,248371.06437
1497,178808.90579
1498,161452.49788
1499,162315.73123
1500,149828.8672
1501,196455.0846
1502,137786.61173
1503,358927.81581
1504,233808.68975
1505,226397.55974
1506,195351.45771
1507,252600.89782
1508,190920.35352
1509,154948.38454
1510,142015.84425
1511,149931.54009
1512,183728.67945
1513,145121.29196
1514,162244.48066
1515,211372.554
1516,151731.78209
1517,186802.85447
1518,125706.51954
1519,223018.03446
1520,116349.48218
1521,133644.28316
1522,191966.73174
1523,111780.55246
1524,127619.82921
1525,117265.51833
1526,103585.10153
1527,102018.11056
1528,131824.91759
1529,141778.77824
1530,209464.86308
1531,127986.10872
1532,95258.385945
1533,170328.95841
1534,124524.83031
1535,149956.16941
1536,94520.614988
1537,44489.572138
1538,159605.23319
1539,203966.12097
1540,118927.02899
1541,143762.66464
1542,167143.48507
1543,192970.55127
1544,76272.174561
1545,117784.72897
1546,142172.13697
1547,135131.07741
1548,148791.00844
1549,123845.42405
1550,144106.79498
1551,105505.70351
1552,146470.74489
1553,158404.24618
1554,115874.75343
1555,162290.00025
1556,10000
1557,133003.69098
1558,105241.55564
1559,76086.940738
1560,115170.07601
1561,137363.31832
1562,130439.30207
1563,129240.15794
1564,169123.72983
1565,160911.80167
1566,230108.78157
1567,67487.815077
1568,218399.2814
1569,135779.30729
1570,130696.5174
1571,86796.094502
1572,151547.09127
1573,262212.34694
1574,136349.24607
1575,235851.97947
1576,229467.38884
1577,181919.32515
1578,155709.34589
1579,138287.5697
1580,188423.60484
1581,150282.071
1582,132771.7612
1583,281504.03387
1584,218146.95086
1585,132591.15166
1586,57669.143057
1587,95536.029738
1588,152174.49895
1589,102003.35931
1590,125864.85551
1591,94860.625335
1592,119258.83854
1593,126463.2193
1594,148222.84678
1595,113657.14845
1596,224161.17107
1597,205058.80375
1598,205607.50325
1599,199801.40321
1600,177870.37858
1601,52038.204188
1602,131026.62927
1603,42168.597309
1604,277450.46732
1605,223952.59495
1606,153942.37441
1607,155709.32691
1608,198133.15869
1609,189316.73099
1610,154252.1208
1611,130713.36444
1612,187237.97939
1613,162174.88181
1614,135810.21991
1615,98803.410345
1616,76874.181263
1617,87858.315136
1618,115825.09644
1619,138596.84396
1620,180872.8841
1621,135885.35111
1622,149918.78356
1623,258581.3711
1624,199832.8924
1625,115999.21964
1626,174448.93606
1627,191107.34567
1628,275118.28882
1629,175024.33537
1630,367867.99619
1631,245223.16549
1632,249845.12048
1633,165793.42299
1634,183374.85932
1635,171886.61037
1636,146641.56166
1637,196475.35886
1638,177802.74028
1639,181480.94177
1640,240827.587
1641,183691.48831
1642,252078.8536
1643,220494.35139
1644,238498.76597
1645,219600.64509
1646,159821.5921
1647,160202.52445
1648,130092.64158
1649,130193.78836
1650,105817.34809
1651,112356.63275
1652,99170.292024
1653,95617.98681
1654,145813.69256
1655,120521.7162
1656,141157.32661
1657,155588.89721
1658,149231.46027
1659,127071.95373
1660,152170.63262
1661,447078.2337
1662,382577.11072
1663,387373.85621
1664,532655.37479
1665,332849.28316
1666,322604.16943
1667,377968.33482
1668,355792.17736
1669,317437.11257
1670,365296.16687
1671,268598.62263
1672,410801.32999
1673,288477.17575
1674,245294.52013
1675,202726.76134
1676,204017.56537
1677,215623.78436
1678,474256.59912
1679,389020.73771
1680,342858.59378
1681,281915.18964
1682,320064.85846
1683,190786.03292
1684,170169.50997
1685,170946.7269
1686,162173.54201
1687,160800.04399
1688,184993.91726
1689,186548.95159
1690,189063.28292
1691,176185.97298
1692,247261.84292
1693,163512.78121
1694,181330.3273
1695,160819.33001
1696,262918.63
1697,170294.01551
1698,342565.47105
1699,340063.7467
1700,271366.83066
1701,281774.35307
1702,238269.23831
1703,231257.60327
1704,269365.79037
1705,241951.91497
1706,198666.78223
1707,223753.67623
1708,204859.20819
1709,247238.10523
1710,222107.50055
1711,269479.93017
1712,255950.19792
1713,283432.60344
1714,236862.77174
1715,211256.7725
1716,183965.44608
1717,172555.252
1718,151688.72502
1719,226764.6278
1720,237230.13477
1721,144829.99379
1722,117638.63287
1723,148532.49306
1724,215358.89
1725,235791.46217
1726,190435.68168
1727,148008.00531
1728,154595.41015
1729,171320.55933
1730,176478.16452
1731,115567.71448
1732,126974.08992
1733,119169.13762
1734,116368.27812
1735,98334.721755
1736,92820.855562
1737,290522.58984
1738,264401.15611
1739,247400.2118
1740,218333.51849
1741,190313.49786
1742,180271.96355
1743,171721.73523
1744,359447.74555
1745,213675.24023
1746,192097.45672
1747,221945.15694
1748,219686.74452
1749,134262.04361
1750,135689.97996
1751,233449.6485
1752,113433.95419
1753,160682.57
1754,200280.356
1755,173736.75076
1756,142879.91807
1757,118779.36771
1758,145710.69342
1759,161301.1014
1760,158878.69799
1761,157387.52219
1762,181903.18093
1763,193293.09108
1764,115896.07272
1765,189144.18449
1766,186400.59321
1767,229305.73766
1768,140272.09745
1769,169193.93799
1770,146866.88706
1771,110272.19176
1772,138152.80814
1773,118720.28201
1774,156455.90924
1775,139415.8976
1776,134134.25002
1777,106561.37323
1778,148473.69837
1779,126516.00196
1780,164331.14422
1781,130384.46612
1782,75276.455126
1783,143658.0061
1784,97617.223087
1785,139621.11762
1786,94992.991236
1787,151827.59349
1788,48256.22898
1789,101437.46308
1790,63389.723466
1791,195537.86005
1792,174377.09927
1793,138563.05961
1794,166062.46456
1795,142059.97397
1796,126503.40222
1797,121008.12641
1798,112154.26091
1799,95981.619231
1800,107210.3988
1801,121301.08204
1802,102163.85051
1803,162778.4654
1804,130588.40057
1805,132772.10213
1806,129494.9307
1807,143461.6206
1808,116135.57793
1809,133995.65363
1810,145910.40683
1811,156243.52656
1812,107117.51131
1813,142832.7839
1814,86999.378855
1815,53497.054843
1816,100269.45165
1817,108437.87841
1818,171395.47043
1819,138415.75528
1820,32727.476607
1821,94421.10833
1822,151148.30841
1823,29894.314022
1824,134602.84868
1825,144498.06614
1826,101923.17768
1827,104382.53088
1828,147424.64589
1829,133337.01228
1830,158099.29137
1831,165124.13892
1832,34628.684072
1833,157692.62858
1834,122212.12756
1835,130244.90177
1836,146107.43587
1837,84145.964991
1838,125933.95748
1839,103679.64469
1840,154276.4153
1841,137499.84087
1842,69274.89158
1843,143696.14414
1844,143988.56877
1845,128692.97878
1846,153339.59419
1847,163123.34848
1848,41242.920696
1849,107920.56651
1850,109198.24731
1851,148172.08069
1852,113428.39097
1853,119004.91216
1854,169721.35927
1855,156492.29062
1856,218754.64423
1857,133148.01961
1858,146314.20847
1859,101682.6471
1860,140769.4642
1861,108139.02871
1862,296143.0814
1863,284650.0565
1864,284675.91401
1865,367865.47692
1866,345399.62347
1867,212795.2572
1868,289428.4086
1869,207724.08075
1870,217655.97821
1871,258573.10672
1872,171103.13589
1873,240078.25824
1874,145067.27335
1875,187670.73547
1876,198910.67777
1877,208441.95608
1878,192973.73977
1879,134964.93212
1880,129277.61577
1881,247991.42608
1882,232189.53914
1883,176951.4845
1884,203012.45088
1885,224042.26094
1886,290040.7111
1887,215104.79408
1888,257670.7635
1889,169667.43047
1890,97426.941904
1891,102418.64652
1892,101514.12612
1893,132020.19081
1894,117400.00675
1895,137990.8608
1896,129892.28435
1897,119068.6273
1898,106394.01683
1899,163222.88235
1900,163424.47296
1901,191809.68371
1902,180165.73441
1903,223204.94583
1904,153973.18751
1905,208144.23433
1906,174001.7898
1907,246807.4085
1908,113570.34427
1909,130050.17502
1910,127340.56139
1911,222977.43098
1912,312978.43256
1913,144346.73898
1914,49290.882496
1915,350446.88962
1916,10000
1917,222585.54901
1918,137295.84343
1919,161715.46759
1920,169232.97916
1921,383915.09084
1922,345547.18043
1923,238071.2767
1924,232365.24919
1925,205618.41823
1926,384465.85702
1927,126075.55658
1928,174686.87588
1929,114924.18701
1930,123867.08945
1931,121529.46482
1932,131857.71056
1933,196412.37943
1934,190787.49478
1935,166178.20236
1936,213136.17358
1937,179310.05429
1938,170452.30923
1939,269901.10013
1940,206147.21642
1941,169031.43002
1942,155036.85629
1943,238908.7339
1944,377863.13121
1945,416898.95134
1946,10000
1947,126405.95165
1948,177218.62388
1949,239903.39203
1950,184033.90375
1951,252904.56669
1952,207761.89546
1953,178763.92359
1954,181614.34464
1955,138395.43947
1956,290856.01619
1957,161314.00636
1958,238052.27132
1959,132599.65905
1960,95298.985964
1961,123036.73234
1962,96070.601046
1963,108519.83875
1964,106389.96416
1965,137830.09714
1966,141742.25582
1967,312271.16489
1968,412443.24937
1969,396924.9499
1970,406331.74364
1971,451427.1083
1972,372757.12777
1973,293974.6901
1974,339941.30052
1975,311755.91488
1976,278900.63577
1977,362733.65574
1978,350055.94833
1979,326605.47981
1980,206050.76277
1981,360079.26053
1982,216374.19611
1983,200599.74879
1984,184789.40331
1985,228804.48629
1986,205419.47551
